<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.01	01:00:00	3859.1	3859.21	3857.24	3857.5	0.0	0.0	28
2025.10.01	01:01:00	3857.5	3859.0	3856.52	3857.0	0.0	0.0	28
2025.10.01	01:02:00	3857.0	3859.9	3856.3	3859.5	0.0	0.0	28
2025.10.01	01:03:00	3859.5	3860.66	3858.92	3860.3	0.0	0.0	28
2025.10.01	01:04:00	3860.27	3860.6	3859.88	3860.02	0.0	0.0	28
2025.10.01	01:05:00	3859.9	3860.6	3859.88	3860.28	0.0	0.0	28
2025.10.01	01:06:00	3860.26	3860.9	3860.26	3860.75	0.0	0.0	28
2025.10.01	01:07:00	3860.71	3860.98	3860.28	3860.92	0.0	0.0	28
2025.10.01	01:08:00	3860.84	3861.28	3860.8	3861.23	0.0	0.0	28
2025.10.01	01:09:00	3861.21	3861.24	3858.94	3860.02	0.0	0.0	28
2025.10.01	01:10:00	3860.0	3860.18	3858.74	3858.9	0.0	0.0	28
2025.10.01	01:11:00	3858.77	3860.46	3858.74	3859.98	0.0	0.0	28
2025.10.01	01:12:00	3860.02	3860.38	3859.6	3860.08	0.0	0.0	28
2025.10.01	01:13:00	3860.08	3860.27	3859.38	3859.77	0.0	0.0	28
2025.10.01	01:14:00	3859.76	3860.56	3859.52	3859.73	0.0	0.0	28
2025.10.01	01:15:00	3859.7	3860.08	3859.6	3860.08	0.0	0.0	28
2025.10.01	01:16:00	3860.08	3860.18	3859.84	3860.14	0.0	0.0	28
2025.10.01	01:17:00	3860.1	3860.64	3860.1	3860.29	0.0	0.0	28
2025.10.01	01:18:00	3860.32	3860.46	3859.54	3860.14	0.0	0.0	28
2025.10.01	01:19:00	3860.18	3860.46	3860.06	3860.06	0.0	0.0	28
2025.10.01	01:20:00	3860.06	3860.1	3859.5	3859.71	0.0	0.0	28
2025.10.01	01:21:00	3859.72	3859.81	3858.62	3858.62	0.0	0.0	28
2025.10.01	01:22:00	3858.64	3858.7	3858.25	3858.68	0.0	0.0	28
2025.10.01	01:23:00	3858.64	3859.66	3858.64	3858.86	0.0	0.0	28
2025.10.01	01:24:00	3858.82	3859.04	3858.4	3858.56	0.0	0.0	28
2025.10.01	01:25:00	3858.54	3859.42	3856.68	3856.68	0.0	0.0	28
2025.10.01	01:26:00	3856.72	3857.52	3856.44	3856.7	0.0	0.0	28
2025.10.01	01:27:00	3856.66	3856.94	3855.2	3855.46	0.0	0.0	28
2025.10.01	01:28:00	3855.48	3856.54	3855.34	3855.44	0.0	0.0	28
2025.10.01	01:29:00	3855.42	3855.74	3854.62	3854.62	0.0	0.0	28
2025.10.01	01:30:00	3854.66	3857.5	3854.64	3856.3	0.0	0.0	28
2025.10.01	01:31:00	3856.34	3858.0	3855.76	3857.8	0.0	0.0	28
2025.10.01	01:32:00	3857.8	3858.34	3857.22	3857.22	0.0	0.0	28
2025.10.01	01:33:00	3857.22	3858.52	3856.92	3858.5	0.0	0.0	28
2025.10.01	01:34:00	3858.54	3859.02	3857.81	3859.0	0.0	0.0	28
2025.10.01	01:35:00	3859.0	3859.25	3858.46	3859.18	0.0	0.0	28
2025.10.01	01:36:00	3859.05	3859.12	3858.52	3858.98	0.0	0.0	28
2025.10.01	01:37:00	3858.96	3859.1	3858.28	3858.28	0.0	0.0	28
2025.10.01	01:38:00	3858.45	3858.58	3856.77	3856.9	0.0	0.0	28
2025.10.01	01:39:00	3857.05	3858.25	3856.98	3858.14	0.0	0.0	28
2025.10.01	01:40:00	3858.16	3858.9	3858.16	3858.66	0.0	0.0	28
2025.10.01	01:41:00	3858.68	3858.86	3858.2	3858.78	0.0	0.0	28
2025.10.01	01:42:00	3858.76	3858.94	3858.12	3858.73	0.0	0.0	28
2025.10.01	01:43:00	3858.78	3859.2	3858.64	3858.98	0.0	0.0	28
2025.10.01	01:44:00	3858.96	3859.02	3858.29	3859.02	0.0	0.0	28
2025.10.01	01:45:00	3859.06	3859.52	3859.04	3859.44	0.0	0.0	28
2025.10.01	01:46:00	3859.46	3860.86	3859.44	3860.52	0.0	0.0	28
2025.10.01	01:47:00	3860.56	3860.72	3859.31	3859.64	0.0	0.0	28
2025.10.01	01:48:00	3859.66	3860.12	3859.64	3859.92	0.0	0.0	28
2025.10.01	01:49:00	3859.98	3859.98	3859.45	3859.85	0.0	0.0	28
2025.10.01	01:50:00	3859.9	3860.65	3859.79	3860.65	0.0	0.0	28
2025.10.01	01:51:00	3860.66	3860.77	3860.2	3860.52	0.0	0.0	28
2025.10.01	01:52:00	3860.56	3860.65	3860.35	3860.46	0.0	0.0	28
2025.10.01	01:53:00	3860.5	3860.58	3860.23	3860.23	0.0	0.0	28
2025.10.01	01:54:00	3860.23	3860.25	3859.44	3859.48	0.0	0.0	28
2025.10.01	01:55:00	3859.54	3859.54	3859.1	3859.4	0.0	0.0	28
2025.10.01	01:56:00	3859.35	3859.48	3859.12	3859.25	0.0	0.0	28
2025.10.01	01:57:00	3859.08	3859.75	3858.68	3859.73	0.0	0.0	28
2025.10.01	01:58:00	3859.76	3859.85	3858.86	3859.75	0.0	0.0	28
2025.10.01	01:59:00	3859.75	3860.05	3859.58	3859.85	0.0	0.0	28
2025.10.01	02:00:00	3859.98	3860.75	3859.95	3860.75	0.0	0.0	27
